index,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
607,Northern,Uttarakhand,Dehradun,Landour,Mussoorie Extension,1829,2.0,4.5,0,Yes,None,Historical,Yes,0.35,All
608,Northern,Uttarakhand,Dehradun,Rajaji National Park,National Park,1983,3.0,4.6,150,Yes,Monday,Wildlife,Yes,0.55,Morning
609,Northern,Uttarakhand,Dehradun,Dehradun Tea Gardens,Tea Garden,1840,1.5,4.3,0,Yes,None,Agricultural,Yes,0.25,Afternoon
610,Northern,Rajasthan,Jaipur,Hawal Mahal,Palace,1799,1.0,4.8,50,Yes,None,Historical,Yes,1.0,All
611,Northern,Rajasthan,Jaipur,Galtaji,Temple,16th Century,2.0,4.6,0,Yes,None,Religious,Yes,0.55,Morning
612,Northern,Rajasthan,Jaipur,Jaipur City Palace,Palace,1729,2.5,4.7,150,Yes,None,Historical,Yes,0.75,Afternoon
613,Southern,Tamil Nadu,Chennai,Marundeeswarar Temple,Temple,11th Century,1.0,4.6,0,Yes,None,Religious,Yes,0.4,All
614,Southern,Tamil Nadu,Chennai,Valluvar Kottam,Monument,1976,1.0,4.5,10,Yes,None,Cultural,Yes,0.35,Morning
615,Southern,Tamil Nadu,Chennai,Semmozhi Poonga,Botanical Garden,2010,1.5,4.4,15,Yes,None,Botanical,Yes,0.3,Afternoon
616,Eastern,West Bengal,Kolkata,Kolkata Race Course,Sports,1820,2.0,4.4,0,Yes,None,Sports,Yes,0.5,All
617,Eastern,West Bengal,Kolkata,Shobhabazar Rajbari,Palace,1757,2.0,4.6,100,Yes,None,Historical,Yes,0.6,Morning
618,Eastern,West Bengal,Kolkata,Kumartuli,Art District,1800,2.0,4.5,0,Yes,None,Cultural,Yes,0.55,Afternoon
619,Eastern,West Bengal,Kolkata,Birla Industrial & Technological Museum,Science Museum,1959,2.5,4.7,120,Yes,Monday,Educational,Yes,0.5,All
620,Southern,Andhra Pradesh,Hyderabad,Qutb Shahi Tombs,Tomb,1543,2.0,4.6,25,Yes,None,Historical,Yes,0.65,Morning
621,Southern,Andhra Pradesh,Hyderabad,Golconda Fort,Fort,1600,3.0,4.7,15,Yes,None,Historical,Yes,0.8,Afternoon
622,Southern,Andhra Pradesh,Hyderabad,Makkah Masjid,Mosque,1694,1.0,4.5,0,Yes,None,Religious,Yes,0.4,All
623,Western,Gujarat,Ahmedabad,Shaking Minarets,Architectural,1452,1.0,4.4,0,Yes,None,Historical,Yes,0.35,Morning
624,Western,Gujarat,Ahmedabad,Sanskar Kendra,City Museum,1954,2.0,4.5,50,Yes,Monday,Cultural,Yes,0.45,Afternoon
625,Northern,Uttarakhand,Dehradun,Tibetan Buddhist Temple,Religious,1965,1.5,4.6,0,Yes,None,Spiritual,Yes,0.3,All
626,Northern,Uttarakhand,Dehradun,Indian Institute of Remote Sensing,Educational,1966,2.0,4.7,0,Yes,Saturday,Scientific,Yes,0.5,Morning
627,Northern,Uttarakhand,Dehradun,Chetwode Hall (Indian Military Academy),Military,1932,2.5,4.6,0,Yes,Saturday,Historical,Yes,0.4,Afternoon
628,Northern,Rajasthan,Jaipur,Rajasthan High Court,Courthouse,1949,1.0,4.3,0,Yes,None,Judicial,Yes,0.25,All
629,Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,2.0,4.8,85,Yes,None,Historical,Yes,0.8,Morning
630,Northern,Rajasthan,Jaipur,Nahargarh Fort,Fort,1734,2.5,4.7,50,Yes,None,Historical,Yes,0.65,Afternoon
631,Southern,Tamil Nadu,Chennai,Chennai Trade Centre,Exhibition Center,2001,2.0,4.5,0,Yes,None,Commercial,Yes,0.55,All
632,Southern,Tamil Nadu,Chennai,Arignar Anna Zoological Park,Zoo,1985,3.0,4.6,150,Yes,Tuesday,Wildlife,Yes,0.7,Morning
633,Southern,Tamil Nadu,Chennai,St. Thomas Mount,National Shrine,1523,1.5,4.5,0,Yes,None,Religious,Yes,0.35,Afternoon
634,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,3.0,4.7,0,Yes,None,Sports,Yes,0.9,All
635,Eastern,West Bengal,Kolkata,Calcutta Medical College,Medical School,1835,2.0,4.5,0,Yes,Monday,Educational,Yes,0.5,Morning
636,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,2.0,4.8,0,Yes,None,Religious,Yes,0.75,Afternoon
637,Eastern,West Bengal,Kolkata,Parama Island,Island,Unknown,1.0,4.3,0,Yes,None,Scenic,Yes,0.3,All
638,Southern,Andhra Pradesh,Hyderabad,State Museum,Museum,1930,2.0,4.6,100,Yes,Monday,Historical,Yes,0.45,Morning
639,Southern,Andhra Pradesh,Hyderabad,Hyderabad State Central Library,Library,1891,2.0,4.7,0,Yes,Tuesday,Educational,Yes,0.35,Afternoon
640,Southern,Andhra Pradesh,Hyderabad,St. Joseph's Cathedral,Church,1875,1.0,4.6,0,Yes,None,Religious,Yes,0.4,All
641,Western,Gujarat,Ahmedabad,Lal Darwaja,Market,Unknown,1.5,4.4,0,Yes,None,Shopping,Yes,0.55,Morning
642,Western,Gujarat,Ahmedabad,ISKCON Temple,Temple,1997,1.0,4.7,0,Yes,None,Religious,Yes,0.65,Afternoon
643,Western,Gujarat,Ahmedabad,Meghani Tower,Skyscraper,1980,2.0,4.3,0,Yes,None,Architectural,Yes,0.25,All
644,Northern,Uttarakhand,Dehradun,Wadia Institute of Himalayan Geology,Museum,1968,2.0,4.6,100,Yes,Saturday,Educational,Yes,0.5,Morning
645,Northern,Uttarakhand,Dehradun,Chandrabani Temple,Temple,Unknown,1.0,4.5,0,Yes,None,Religious,Yes,0.3,Afternoon
646,Northern,Uttarakhand,Dehradun,Sahastradhara,Picnic Spot,Unknown,2.5,4.4,0,Yes,None,Nature,Yes,0.55,All
647,Northern,Rajasthan,Jaipur,Smriti Van,Memorial Park,2005,1.5,4.3,0,Yes,None,Memorial,Yes,0.4,Morning
648,Northern,Rajasthan,Jaipur,Jaipur Foot Factory,Prosthetic Center,1975,1.0,4.6,0,Yes,None,Humanitarian,Yes,0.3,Afternoon
649,Southern,Tamil Nadu,Chennai,Light House,Scenic Spot,1971,1.0,4.5,10,Yes,None,Scenic,Yes,0.45,All
650,Southern,Tamil Nadu,Chennai,Anna Tower,Monument,2014,1.5,4.4,0,Yes,None,Architectural,Yes,0.35,Morning
651,Southern,Tamil Nadu,Chennai,Egmore Museum,Museum,1851,2.0,4.6,50,Yes,Monday,Historical,Yes,0.55,Afternoon
652,Eastern,West Bengal,Kolkata,Mother's Wax Museum,Museum,2014,2.0,4.5,250,Yes,Tuesday,Cultural,Yes,0.5,All
653,Eastern,West Bengal,Kolkata,Academy of Fine Arts,Art Gallery,1933,1.5,4.7,20,Yes,Monday,Cultural,Yes,0.45,Morning
654,Eastern,West Bengal,Kolkata,Netaji Bhawan,Memorial,1947,2.0,4.6,0,Yes,None,Historical,Yes,0.55,Afternoon
655,Eastern,West Bengal,Kolkata,Victoria Memorial,Monument,1921,2.5,4.8,200,Yes,None,Historical,Yes,0.8,All
656,Southern,Andhra Pradesh,Hyderabad,Mir Alam Tank,Zoo,1806,2.0,4.4,30,Yes,None,Recreational,Yes,0.35,Morning
657,Southern,Andhra Pradesh,Hyderabad,Jalavihar Water Park,Amusement Park,2007,3.0,4.3,450,Yes,None,Entertainment,Yes,0.6,Afternoon
658,Southern,Andhra Pradesh,Hyderabad,Nizam's Museum,Museum,2000,2.0,4.6,80,Yes,Monday,Historical,Yes,0.45,All
659,Western,Gujarat,Ahmedabad,Calico Museum of Textiles,Museum,1949,2.0,4.7,100,Yes,Tuesday,Cultural,Yes,0.5,Morning
660,Western,Gujarat,Ahmedabad,Sarkhej Roza,Complex,1451,2.0,4.6,0,Yes,None,Historical,Yes,0.6,Afternoon
661,Western,Gujarat,Ahmedabad,Indroda Dinosaur and Fossil Park,Park,1999,3.0,4.4,50,Yes,Monday,Educational,Yes,0.35,All
662,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Park,1984,2.0,4.5,20,Yes,Monday,Wildlife,Yes,0.45,Morning
663,Northern,Uttarakhand,Dehradun,Rajpur Road,Shopping Street,Unknown,1.0,4.3,0,Yes,None,Shopping,Yes,0.3,Afternoon
664,Northern,Uttarakhand,Dehradun,Robber's Cave,Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.55,All
665,Northern,Rajasthan,Jaipur,Johri Bazaar,Market,1727,1.5,4.5,0,Yes,None,Shopping,Yes,0.5,Morning
666,Northern,Rajasthan,Jaipur,City Palace Museum,Museum,1729,2.0,4.8,200,Yes,Monday,Historical,Yes,0.75,Afternoon
667,Southern,Tamil Nadu,Chennai,Periyar Science and Technology Centre,Science Museum,1988,2.0,4.5,50,Yes,Monday,Educational,Yes,0.45,All
668,Southern,Tamil Nadu,Chennai,Government Museum,Museum,1851,2.5,4.7,150,Yes,Monday,Historical,Yes,0.55,Morning
669,Southern,Tamil Nadu,Chennai,Birla Planetarium,Planetarium,1988,1.5,4.6,120,Yes,Wednesday,Scientific,Yes,0.4,Afternoon
670,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,0.5,4.8,0,Yes,None,Architectural,Yes,0.65,All
671,Eastern,West Bengal,Kolkata,Rabindra Sarobar,Lake,1958,2.0,4.5,0,Yes,None,Nature,Yes,0.4,Morning
672,Eastern,West Bengal,Kolkata,Tagore's House,Museum,1863,2.0,4.6,30,Yes,Monday,Historical,Yes,0.55,Afternoon
673,Eastern,West Bengal,Kolkata,Birla Industrial & Technological Museum,Museum,1959,2.5,4.7,120,Yes,Monday,Scientific,Yes,0.5,All
674,Southern,Andhra Pradesh,Hyderabad,Taramati Baradari,Cultural Centre,1625,1.5,4.5,100,Yes,Wednesday,Cultural,Yes,0.45,Morning
675,Southern,Andhra Pradesh,Hyderabad,Spanish Mosque,Mosque,1906,1.0,4.6,0,Yes,None,Historical,Yes,0.35,Afternoon
676,Southern,Andhra Pradesh,Hyderabad,Ramoji Film City,Film Studio,1991,3.0,4.8,1150,Yes,None,Entertainment,Yes,0.8,All
677,Western,Gujarat,Ahmedabad,Kamla Nehru Zoo,Zoo,1951,2.0,4.5,20,Yes,Monday,Wildlife,Yes,0.55,Morning
678,Western,Gujarat,Ahmedabad,Peacock Sanctuary,Sanctuary,1978,2.0,4.4,0,Yes,None,Wildlife,Yes,0.25,Afternoon
679,Western,Gujarat,Ahmedabad,Shree Swaminarayan Temple,Temple,1822,1.0,4.7,0,Yes,None,Religious,Yes,0.6,All
680,Northern,Uttarakhand,Dehradun,Clement Town,City Area,1965,1.5,4.3,0,Yes,None,Residential,Yes,0.3,Morning
681,Northern,Uttarakhand,Dehradun,Gurudwara Nanaksar,Religious,1984,1.0,4.6,0,Yes,None,Religious,Yes,0.25,Afternoon
682,Northern,Uttarakhand,Dehradun,Pacific Mall,Shopping Mall,2013,2.0,4.5,0,Yes,None,Shopping,Yes,0.55,All
683,Northern,Rajasthan,Jaipur,Kanak Ghati,Garden,1876,1.5,4.4,0,Yes,None,Garden,Yes,0.35,Morning
684,Northern,Rajasthan,Jaipur,Moti Doongri,Ganesh Temple,1761,1.0,4.7,0,Yes,None,Religious,Yes,0.5,Afternoon
685,Southern,Tamil Nadu,Chennai,The Marina,Mall,2008,2.0,4.6,0,Yes,None,Shopping,Yes,0.65,All
686,Southern,Tamil Nadu,Chennai,Royapuram Fishing Harbour,Harbour,Unknown,1.0,4.3,0,Yes,None,Fishing,Yes,0.25,Morning
687,Southern,Tamil Nadu,Chennai,Chetpet Eco Park,Park,2013,1.5,4.4,30,Yes,None,Eco-Friendly,Yes,0.35,Afternoon
688,Eastern,West Bengal,Kolkata,Calcutta High Court,Courthouse,1872,1.0,4.6,0,Yes,None,Judicial,Yes,0.4,All
689,Eastern,West Bengal,Kolkata,Agni Mandir,Temple,1950,1.0,4.5,0,Yes,None,Religious,Yes,0.3,Morning
690,Eastern,West Bengal,Kolkata,South City Mall,Shopping Mall,2008,2.0,4.7,0,Yes,None,Shopping,Yes,0.55,Afternoon
691,Eastern,West Bengal,Kolkata,Kolkata Metro,Rapid Transit,1984,2.0,4.5,0,Yes,None,Transport,Yes,0.6,All
692,Southern,Andhra Pradesh,Hyderabad,Begum Bazaar,Market,1850,1.5,4.4,0,Yes,None,Shopping,Yes,0.45,Morning
693,Southern,Andhra Pradesh,Hyderabad,Hyderabad International Convention Center,Convention Center,2006,2.5,4.6,0,Yes,None,Commercial,Yes,0.55,Afternoon
694,Southern,Andhra Pradesh,Hyderabad,Indira Park,Park,1975,2.0,4.3,20,Yes,None,Recreational,Yes,0.35,All
695,Western,Gujarat,Ahmedabad,Gujarat University,Educational,1949,2.0,4.5,0,Yes,None,Academic,Yes,0.5,Morning
696,Western,Gujarat,Ahmedabad,Gandhi Ashram,Historical,1915,1.5,4.8,0,Yes,None,Historical,Yes,0.75,Afternoon
697,Western,Gujarat,Ahmedabad,Akshardham Temple,Temple,1992,3.0,4.7,0,Yes,Monday,Religious,Yes,0.65,All
698,Northern,Uttarakhand,Dehradun,Zonal Anthropological Museum,Museum,1971,2.0,4.4,50,Yes,Saturday,Educational,Yes,0.3,Morning
699,Northern,Uttarakhand,Dehradun,Dehradun Institute of Technology,Institute,1998,2.5,4.5,0,Yes,None,Technical,Yes,0.4,Afternoon
700,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.6,0,Yes,None,Religious,Yes,0.55,All
701,Northern,Rajasthan,Jaipur,Amer Sound & Light Show,Show,2007,1.5,4.7,250,Yes,None,Entertainment,Yes,0.6,Morning
702,Northern,Rajasthan,Jaipur,Jal Mahal,Palace,1799,1.0,4.8,0,Yes,None,Historical,Yes,0.75,Afternoon
703,Southern,Tamil Nadu,Chennai,Vivekanandar Illam,Museum,1842,1.5,4.5,20,Yes,None,Historical,Yes,0.4,All
704,Southern,Tamil Nadu,Chennai,May Day Park,Park,1947,1.0,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
705,Southern,Tamil Nadu,Chennai,Sri Parthasarathy Temple,Temple,8th Century,1.0,4.7,0,Yes,None,Religious,Yes,0.55,Afternoon
706,Eastern,West Bengal,Kolkata,National Medical College,Medical School,1948,2.5,4.5,0,Yes,Monday,Medical,Yes,0.5,All
707,Eastern,West Bengal,Kolkata,Belur Math,Religious Site,1938,2.0,4.8,0,Yes,None,Religious,Yes,0.65,Morning
708,Eastern,West Bengal,Kolkata,Phool Bagan,Flower Market,1884,1.0,4.4,0,Yes,None,Shopping,Yes,0.3,Afternoon
709,Eastern,West Bengal,Kolkata,Swabhumi,Heritage Park,2002,2.0,4.5,100,Yes,Monday,Cultural,Yes,0.55,All
710,Southern,Andhra Pradesh,Hyderabad,Shilparamam Arts and Crafts Village,Crafts Village,1992,2.0,4.6,40,Yes,Wednesday,Cultural,Yes,0.5,Morning
711,Southern,Andhra Pradesh,Hyderabad,Mecca Masjid,Mosque,1694,1.0,4.7,0,Yes,None,Religious,Yes,0.6,Afternoon
712,Southern,Andhra Pradesh,Hyderabad,Public Gardens (Bagh-e-Aam),Garden,1846,1.5,4.5,0,Yes,None,Recreational,Yes,0.35,All
713,Western,Gujarat,Ahmedabad,Victoria Garden,Park,1900,1.0,4.4,0,Yes,None,Recreational,Yes,0.25,Morning
714,Western,Gujarat,Ahmedabad,Jhulta Minara,Architectural Feature,1891,1.0,4.6,20,Yes,None,Architectural,Yes,0.4,Afternoon
715,Western,Gujarat,Ahmedabad,AMC Animal Market,Market,1986,1.5,4.3,0,Yes,None,Commercial,Yes,0.3,All
716,Northern,Uttarakhand,Dehradun,The Doon School,Educational,1935,2.0,4.6,0,Yes,Saturday,Educational,Yes,0.5,Morning
717,Northern,Uttarakhand,Dehradun,Tapkeshwar Temple,Temple,1950,1.0,4.5,0,Yes,None,Religious,Yes,0.35,Afternoon
718,Northern,Uttarakhand,Dehradun,Survey of India,Museum,1767,2.0,4.7,0,Yes,Monday,Scientific,Yes,0.45,All
719,Northern,Rajasthan,Jaipur,Rambagh Palace,Hotel,1835,2.0,4.8,5000,Yes,None,Luxury,Yes,0.9,Morning
720,Northern,Rajasthan,Jaipur,Jaipur Art Gallery,Gallery,2003,1.5,4.5,20,Yes,None,Art,Yes,0.35,Afternoon
721,Southern,Tamil Nadu,Chennai,Fort St. George,Historical Site,1644,2.0,4.6,35,Yes,None,Historical,Yes,0.55,All
722,Southern,Tamil Nadu,Chennai,Spencer Plaza,Shopping Mall,1863,2.0,4.4,0,Yes,None,Shopping,Yes,0.45,Morning
723,Southern,Tamil Nadu,Chennai,Tamil Nadu Science and Technology Centre,Science Centre,1983,2.5,4.5,60,Yes,Monday,Educational,Yes,0.4,Afternoon
724,Eastern,West Bengal,Kolkata,Writer's Building,Government Office,1777,1.0,4.6,0,Yes,None,Historical,Yes,0.55,All
725,Eastern,West Bengal,Kolkata,Acharya Prafulla Chandra Ray Chemical Museum,Science Museum,1956,1.5,4.5,50,Yes,Monday,Educational,Yes,0.35,Morning
726,Eastern,West Bengal,Kolkata,Bidhannagar,Residential Area,1958,2.0,4.3,0,Yes,None,Residential,Yes,0.25,Afternoon
727,Eastern,West Bengal,Kolkata,Calcutta Rowing Club,Club,1858,2.0,4.5,0,Yes,None,Sports,Yes,0.45,All
728,Southern,Andhra Pradesh,Hyderabad,Himayat Sagar,Lake,1927,1.5,4.6,0,Yes,None,Scenic,Yes,0.35,Morning
729,Southern,Andhra Pradesh,Hyderabad,Asman Garh Palace,Palace,1885,1.0,4.5,50,Yes,None,Historical,Yes,0.4,Afternoon
730,Southern,Andhra Pradesh,Hyderabad,St. Mary's Church,Church,1850,1.0,4.6,0,Yes,None,Religious,Yes,0.3,All
731,Western,Gujarat,Ahmedabad,Kite Museum,Museum,1985,1.5,4.4,10,Yes,Tuesday,Cultural,Yes,0.25,Morning
732,Western,Gujarat,Ahmedabad,Conflictorium,Museum,2013,2.0,4.5,50,Yes,Monday,Educational,Yes,0.35,Afternoon
733,Western,Gujarat,Ahmedabad,Heritage Houses of poles,Heritage Site,15th Century,2.0,4.6,0,Yes,None,Historical,Yes,0.55,All
734,Northern,Uttarakhand,Dehradun,Forest Research Institute,Museum,1906,3.0,4.7,100,Yes,Saturday,Educational,Yes,0.65,Morning
735,Northern,Uttarakhand,Dehradun,Welham Girls' School,Educational,1957,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Afternoon
736,Northern,Uttarakhand,Dehradun,The Kalinga War Memorial,War Memorial,1952,1.0,4.6,0,Yes,None,Historical,Yes,0.3,All
737,Northern,Rajasthan,Jaipur,The Statue Circle,Monument,1968,1.0,4.4,0,Yes,None,Memorial,Yes,0.25,Morning
738,Northern,Rajasthan,Jaipur,Jaipur Development Authority,Government Office,1949,1.0,4.3,0,Yes,None,Government,Yes,0.2,Afternoon
739,Southern,Tamil Nadu,Chennai,Kotturpuram Tree Park,Park,2010,1.5,4.4,0,Yes,None,Nature,Yes,0.3,All
740,Southern,Tamil Nadu,Chennai,Theosophical Society,Garden,1875,2.0,4.6,0,Yes,None,Spiritual,Yes,0.55,Morning
741,Southern,Tamil Nadu,Chennai,Vadapalani Murugan Temple,Temple,1890,1.0,4.7,0,Yes,None,Religious,Yes,0.5,Afternoon
742,Eastern,West Bengal,Kolkata,Mother House,Religious Site,1950,1.5,4.8,0,Yes,None,Spiritual,Yes,0.65,All
743,Eastern,West Bengal,Kolkata,Birla Planetarium,Science Museum,1962,1.5,4.6,100,Yes,Wednesday,Scientific,Yes,0.35,Morning
744,Eastern,West Bengal,Kolkata,Hazra Law College,Educational,1902,2.0,4.5,0,Yes,Monday,Academic,Yes,0.25,Afternoon
745,Eastern,West Bengal,Kolkata,Indian Museum,Museum,1814,2.5,4.8,150,Yes,Monday,Historical,Yes,0.8,All
746,Southern,Andhra Pradesh,Hyderabad,Osmania General Hospital,Medical,1910,2.0,4.4,0,Yes,None,Medical,Yes,0.3,Morning
747,Southern,Andhra Pradesh,Hyderabad,Birla Mandir,Temple,1976,1.0,4.7,0,Yes,None,Religious,Yes,0.55,Afternoon
748,Southern,Andhra Pradesh,Hyderabad,AP State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,All
749,Western,Gujarat,Ahmedabad,Zanzari Waterfall,Natural Feature,Unknown,2.0,4.3,0,Yes,None,Scenic,Yes,0.25,Morning
750,Western,Gujarat,Ahmedabad,Sundarvan Mini Zoo,Zoo,1978,1.5,4.4,30,Yes,Monday,Wildlife,Yes,0.35,Afternoon
751,Western,Gujarat,Ahmedabad,R3 Mall,Shopping Mall,2010,2.0,4.5,0,Yes,None,Shopping,Yes,0.55,All
752,Northern,Uttarakhand,Dehradun,Mussoorie Library,Library,1843,1.0,4.6,0,Yes,None,Historical,Yes,0.3,Morning
753,Northern,Uttarakhand,Dehradun,Regional Science Center,Science Museum,1983,2.0,4.5,40,Yes,Monday,Educational,Yes,0.45,Afternoon
754,Northern,Uttarakhand,Dehradun,Dehradun Valley,Valley,Unknown,2.5,4.4,0,Yes,None,Nature,Yes,0.55,All
755,Northern,Rajasthan,Jaipur,Jaipur Haat,Market,2012,1.0,4.5,0,Yes,None,Cultural,Yes,0.25,Morning
756,Northern,Rajasthan,Jaipur,Amber Fort and Palace,Palace,1592,2.5,4.8,200,Yes,None,Historical,Yes,0.9,Afternoon
757,Southern,Tamil Nadu,Chennai,The Chennai Silks,Shopping,1991,2.0,4.6,0,Yes,None,Shopping,Yes,0.7,All
758,Southern,Tamil Nadu,Chennai,Madras War Cemetery,War Memorial,1952,1.0,4.5,0,Yes,None,Historical,Yes,0.2,Morning
759,Southern,Tamil Nadu,Chennai,Kalakshetra Foundation,Cultural Centre,1936,2.0,4.7,0,Yes,None,Cultural,Yes,0.55,Afternoon
760,Eastern,West Bengal,Kolkata,Nakhoda Mosque,Mosque,1926,1.5,4.6,0,Yes,None,Religious,Yes,0.4,All
761,Eastern,West Bengal,Kolkata,Science City Kolkata,Science Centre,1997,2.5,4.7,100,Yes,None,Educational,Yes,0.6,Morning
762,Eastern,West Bengal,Kolkata,Calcutta Stock Exchange,Financial,1908,1.0,4.3,0,Yes,None,Economic,Yes,0.25,Afternoon
763,Eastern,West Bengal,Kolkata,Princep Ghat,Ghat,1841,1.0,4.7,0,Yes,None,Historical,Yes,0.55,All
764,Southern,Andhra Pradesh,Hyderabad,Telangana State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,Morning
765,Southern,Andhra Pradesh,Hyderabad,Public Garden,Park,1846,2.0,4.4,0,Yes,None,Recreational,Yes,0.35,Afternoon
766,Southern,Andhra Pradesh,Hyderabad,Lumbini Park,Park,1994,1.5,4.6,20,Yes,None,Recreational,Yes,0.55,All
767,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.5,0,Yes,None,Recreational,Yes,0.65,Morning
768,Western,Gujarat,Ahmedabad,Manek Chowk,Food Court,1740,1.0,4.6,0,Yes,None,Food,Yes,0.5,Afternoon
769,Western,Gujarat,Ahmedabad,National Institute of Design,Design Institute,1961,2.0,4.7,0,Yes,None,Educational,Yes,0.55,All
770,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
771,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
772,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
773,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
774,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
775,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
776,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
777,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
778,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
779,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
780,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
781,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
782,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
783,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
784,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
785,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
786,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
787,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
788,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
789,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
790,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
791,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
792,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
793,Southern,Tamil Nadu,Chennai,Chennai Lighthouse,Lighthouse,1977,1.0,4.7,10,Yes,None,Scenic,Yes,0.55,All
794,Southern,Tamil Nadu,Chennai,Royapuram Fishing Harbour,Harbour,1881,1.5,4.3,0,Yes,None,Marine,Yes,0.2,Morning
795,Southern,Tamil Nadu,Chennai,St Thomas Basilica,Basilica,1523,2.0,4.8,0,Yes,None,Religious,Yes,0.65,Afternoon
796,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,2.0,4.7,0,Yes,Monday,Historical,Yes,0.6,All
797,Eastern,West Bengal,Kolkata,Nakhoda Mosque,Mosque,1926,1.5,4.6,0,Yes,None,Religious,Yes,0.35,Morning
798,Eastern,West Bengal,Kolkata,Alipore Zoo,Zoo,1876,3.0,4.5,100,Yes,Monday,Wildlife,Yes,0.55,Afternoon
799,Eastern,West Bengal,Kolkata,Jorasanko Thakurbari,Heritage House,1784,2.0,4.8,50,Yes,Monday,Cultural,Yes,0.45,All
800,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.6,150,Yes,None,Educational,Yes,0.65,Morning
